who is the author of the book , `` the iron lady : a biography of margaret thatcher '' ?	HUM	(ROOT (SBARQ (WHNP (WP who)) (@SBARQ (SQ (VBZ is) (NP (NP (DT the) (NN author)) (PP (IN of) (NP (@NP (@NP (@NP (NP (DT the) (NN book)) (, ,)) (`` ``)) (NP (@NP (NP (DT the) (@NP (NN iron) (NN lady))) (: :)) (NP (NP (DT a) (NN biography)) (PP (IN of) (NP (NN margaret) (NN thatcher)))))) ('' ''))))) (. ?))))
0	0	later on these sources of hot gases were closed by the submarine 's personnel , which for practical purposes stopped the growth of pressure in compartment <num> ; the assertion of the authors of the remark that this mistake by the designer led to the death of personnel due to burns is a deliberate lie .	(ROOT (S (@S (@S (S (NP (NP (RB later)) (PP (IN on) (NP (NP (DT these) (NNS sources)) (PP (IN of) (NP (JJ hot) (NNS gases)))))) (VP (VBD were) (VP (VBN closed) (PP (IN by) (NP (@NP (NP (NP (DT the) (@NP (NN submarine) (POS 's))) (NNS personnel)) (, ,)) (SBAR (WHNP (WDT which)) (S (PP (IN for) (NP (JJ practical) (NNS purposes))) (VP (@VP (VBD stopped) (NP (NP (DT the) (NN growth)) (PP (IN of) (NP (NN pressure))))) (PP (IN in) (NP (NN compartment) (NN <num>))))))))))) (: ;)) (S (NP (NP (DT the) (NN assertion)) (PP (IN of) (NP (NP (DT the) (NNS authors)) (PP (IN of) (NP (NP (DT the) (NN remark)) (SBAR (IN that) (S (NP (NP (DT this) (NN mistake)) (PP (IN by) (NP (DT the) (NN designer)))) (VP (VBD led) (PP (TO to) (NP (NP (DT the) (NN death)) (PP (IN of) (NP (NP (NNS personnel)) (ADJP (JJ due) (PP (TO to) (NP (NNS burns)))))))))))))))) (VP (VBZ is) (NP (DT a) (@NP (ADJP (JJ deliberate)) (NN lie)))))) (. .)))
0	0	<num> . `` the submarine design did not foresee a system with the necessary freon reserve for fast recharging of any lokh station to provide for repeated delivery of freon to a distressed compartment in the presence of large fires in order to create a fire-quenching concentration .	(ROOT (NP (NN <num>) (. .)))
0	0	other resources capable of extinguishing a fire at elevated pressure are not foreseen by the submarine 's design .	(ROOT (S (NP (NP (JJ other) (NNS resources)) (ADJP (JJ capable) (PP (IN of) (S (VP (@VP (VBG extinguishing) (NP (DT a) (NN fire))) (PP (IN at) (NP (JJ elevated) (NN pressure)))))))) (@S (VP (@VP (VBP are) (RB not)) (VP (VBN foreseen) (PP (IN by) (NP (NP (DT the) (@NP (NN submarine) (POS 's))) (NN design))))) (. .))))
0	0	the submarine lacks resources for extinguishing a fire at compartment pressures exceeding <num> kg /cm -lsb- . sup -rsb- <num> -lsb- / -rsb- . ''	(ROOT (S (NP (DT the) (NN submarine)) (@S (VP (@VP (VBZ lacks) (NP (NNS resources))) (PP (IN for) (S (VP (@VP (VBG extinguishing) (NP (DT a) (NN fire))) (PP (IN at) (NP (NP (NN compartment) (NNS pressures)) (VP (VBG exceeding) (NP (NP (NN <num>) (NN kg)) (PRN (: /) (NP (NN cm) (NN -lsb-))))))))))) (. .))))
0	0	it does not make any sense to introduce this information into lokh system operations , because the instructions are not part of the set of submarine damage control documents .	(ROOT (S (NP (PRP it)) (@S (VP (@VP (VBZ does) (RB not)) (VP (VB make) (NP (DT any) (@NP (NN sense) (S (VP (TO to) (VP (@VP (@VP (@VP (VB introduce) (NP (DT this) (NN information))) (PP (IN into) (NP (JJ lokh) (@NP (NN system) (NNS operations))))) (, ,)) (SBAR (IN because) (S (NP (DT the) (NNS instructions)) (VP (@VP (VBP are) (RB not)) (NP (NP (NN part)) (PP (IN of) (NP (NP (DT the) (NN set)) (PP (IN of) (NP (NN submarine) (@NP (NN damage) (@NP (NN control) (NNS documents)))))))))))))))))) (. .))))
0	0	information on the fire extinguishing characteristics of freon and on the range of uses of the lokh system should be contained in the rbzh-pl-82 , which is the principal submarine damage control document , in attachment no. <num> , `` firefighting resources . ''	(ROOT (S (NP (NP (NN information)) (PP (@PP (PP (IN on) (NP (NP (DT the) (NN fire)) (VP (VBG extinguishing) (NP (NP (NNS characteristics)) (PP (IN of) (NP (NN freon))))))) (CC and)) (PP (IN on) (NP (NP (DT the) (NN range)) (PP (IN of) (NP (NP (NNS uses)) (PP (IN of) (NP (DT the) (@NP (JJ lokh) (NN system)))))))))) (@S (VP (MD should) (VP (VB be) (VP (VBN contained) (PP (IN in) (NP (NP (@NP (@NP (NP (DT the) (NN rbzh-pl-82)) (, ,)) (SBAR (WHNP (WDT which)) (S (VP (VBZ is) (NP (DT the) (@NP (JJ principal) (@NP (NN submarine) (@NP (NN damage) (@NP (NN control) (NN document)))))))))) (, ,)) (PP (IN in) (NP (NN attachment) (DT no)))))))) (. .))))
0	0	the assertions of the authors of the remark that a fire extinguishing concentration of freon could not be created in compartments <num> and <num> because of the absence of freon reserves aboard the submarine are unfounded .	(ROOT (S (NP (NP (DT the) (NNS assertions)) (PP (IN of) (NP (NP (DT the) (NNS authors)) (PP (IN of) (NP (NP (DT the) (NN remark)) (SBAR (IN that) (S (NP (NP (DT a) (@NP (NN fire) (@NP (VBG extinguishing) (NN concentration)))) (PP (IN of) (NP (NN freon)))) (VP (@VP (MD could) (RB not)) (VP (VB be) (VP (@VP (@VP (VBN created) (PP (IN in) (NP (@NP (NP (NNS compartments) (NN <num>)) (CC and)) (NP (NN <num>))))) (PP (IN because) (@PP (IN of) (NP (NP (DT the) (NN absence)) (PP (IN of) (NP (NN freon) (NNS reserves))))))) (PP (IN aboard) (NP (DT the) (NN submarine))))))))))))) (@S (VP (VBP are) (ADJP (JJ unfounded))) (. .))))
0	0	the consequences : this resulted in a fire in the gkp , which complicated leadership of submarine damage control efforts. ''	(ROOT (S (NP (DT the) (NNS consequences)) (@S (: :) (@S (NP (DT this)) (@S (@S (VP (@VP (VBD resulted) (PP (IN in) (NP (DT a) (NN fire)))) (PP (IN in) (NP (@NP (NP (DT the) (NN gkp)) (, ,)) (SBAR (WHNP (WDT which)) (S (VP (VBD complicated) (NP (NP (NN leadership)) (PP (IN of) (NP (NN submarine) (@NP (NN damage) (@NP (NN control) (NNS efforts)))))))))))) (. .)) ('' ''))))))
0	0	compartment <num> filled with gas , and so the attack center was compelled to carry out the subsequent submarine damage control actions while wearing individual protective equipment .	(ROOT (S (@S (@S (@S (@S (S (NP (NN compartment) (NN <num>)) (VP (VBN filled) (PP (IN with) (NP (NN gas))))) (, ,)) (CC and)) (IN so)) (S (NP (DT the) (@NP (NN attack) (NN center))) (VP (VBD was) (VP (VBN compelled) (S (VP (TO to) (VP (@VP (@VP (VB carry) (PRT (RP out))) (NP (DT the) (@NP (JJ subsequent) (@NP (NN submarine) (@NP (NN damage) (@NP (NN control) (NNS actions))))))) (PP (IN while) (S (VP (VBG wearing) (NP (JJ individual) (@NP (JJ protective) (NN equipment))))))))))))) (. .)))
0	0	the consequences : it is impossible in a major emergency situation to completely deenergize a submarine compartment , which is why the accident occurred and why a fire arose in compartment <num> . '' the designer 's conclusion : <num> .	(ROOT (S (NP (DT the) (NNS consequences)) (@S (: :) (@S (NP (PRP it)) (@S (@S (VP (@VP (VBZ is) (ADJP (JJ impossible) (PP (IN in) (NP (DT a) (@NP (JJ major) (@NP (NN emergency) (NN situation))))))) (S (VP (TO to) (VP (ADVP (RB completely)) (@VP (VB deenergize) (NP (@NP (NP (DT a) (@NP (NN submarine) (NN compartment))) (, ,)) (SBAR (WHNP (WDT which)) (S (VP (VBZ is) (SBAR (@SBAR (SBAR (WHADVP (WRB why)) (S (NP (DT the) (NN accident)) (VP (VBD occurred)))) (CC and)) (SBAR (WHADVP (WRB why)) (S (NP (DT a) (NN fire)) (VP (VBD arose) (PP (IN in) (NP (NN compartment) (NN <num>)))))))))))))))) (. .)) ('' ''))))))
0	0	introduction of switching apparatus into control circuits unjustifiably complicates the circuits and reduces the reliability of a submarine 's electric power system as a whole .	(ROOT (S (NP (NP (NN introduction)) (PP (IN of) (NP (NP (NN switching) (NN apparatus)) (PP (IN into) (NP (NN control) (NNS circuits)))))) (@S (VP (@VP (VP (ADVP (RB unjustifiably)) (@VP (VBZ complicates) (NP (DT the) (NNS circuits)))) (CC and)) (VP (@VP (VBZ reduces) (NP (NP (DT the) (NN reliability)) (PP (IN of) (NP (NP (DT a) (@NP (NN submarine) (POS 's))) (@NP (JJ electric) (@NP (NN power) (NN system))))))) (PP (IN as) (NP (DT a) (NN whole))))) (. .))))
0	0	even after the circuit breaker tripped in the distribution panel rshchn- <num> , located in compartment <num> , the electric power system of the submarine remained serviceable , and continued to function until the end of the tragedy .	(ROOT (S (SBAR (RB even) (@SBAR (IN after) (S (NP (DT the) (@NP (NN circuit) (NN breaker))) (VP (@VP (@VP (VBD tripped) (PP (IN in) (NP (DT the) (@NP (NN distribution) (@NP (NN panel) (@NP (NN rshchn) (@NP (: -) (NN <num>)))))))) (, ,)) (ADJP (JJ located) (PP (IN in) (NP (NN compartment) (NN <num>)))))))) (@S (, ,) (@S (NP (NP (DT the) (@NP (JJ electric) (@NP (NN power) (NN system)))) (PP (IN of) (NP (DT the) (NN submarine)))) (@S (VP (@VP (@VP (VP (VBD remained) (S (ADJP (JJ serviceable)))) (, ,)) (CC and)) (VP (VBD continued) (S (VP (TO to) (VP (VB function) (PP (IN until) (NP (NP (DT the) (NN end)) (PP (IN of) (NP (DT the) (NN tragedy)))))))))) (. .))))))
0	0	`` the kingstonless design of the tsgb sharply reduces the longitudinal stability of a submarine when it is not in trim and when the sea is disturbed .	(ROOT (S (`` ``) (@S (NP (NP (DT the) (@NP (JJ kingstonless) (NN design))) (PP (IN of) (NP (DT the) (NN tsgb)))) (@S (ADVP (RB sharply)) (@S (VP (VBZ reduces) (NP (NP (DT the) (@NP (JJ longitudinal) (NN stability))) (PP (IN of) (NP (NP (DT a) (NN submarine)) (SBAR (@SBAR (SBAR (WHADVP (WRB when)) (S (NP (PRP it)) (VP (@VP (VBZ is) (RB not)) (PP (IN in) (ADJP (JJ trim)))))) (CC and)) (SBAR (WHADVP (WRB when)) (S (NP (DT the) (NN sea)) (VP (VBZ is) (VP (VBN disturbed)))))))))) (. .))))))
0	0	the consequences : this resulted in the flooding of tsgb no. <num> , <num> , <num> and disturbance of their integrity , as a result of which the submarine lost buoyancy and longitudinal stability. ''	(ROOT (NP (@NP (@NP (NP (DT the) (NNS consequences)) (: :)) (S (NP (DT this)) (VP (VBD resulted) (PP (IN in) (NP (NP (DT the) (NN flooding)) (PP (IN of) (NP (NN tsgb) (DT no)))))))) (. .)))
0	0	the line of reasoning of the authors of the remark suggesting that the kingstonless design of main ballast tanks sharply reduces the longitudinal stability of a submarine if it is not in trim and if the sea is disturbed is essentially incompetent .	(ROOT (S (NP (NP (DT the) (NN line)) (PP (IN of) (NP (NP (NN reasoning)) (PP (IN of) (NP (NP (DT the) (NNS authors)) (PP (IN of) (NP (NP (DT the) (NN remark)) (VP (@VP (VBG suggesting) (SBAR (IN that) (S (NP (NP (DT the) (@NP (JJ kingstonless) (NN design))) (PP (IN of) (NP (JJ main) (@NP (NN ballast) (NNS tanks))))) (@S (ADVP (RB sharply)) (VP (VBZ reduces) (NP (NP (DT the) (@NP (JJ longitudinal) (NN stability))) (PP (IN of) (NP (DT a) (NN submarine))))))))) (SBAR (@SBAR (SBAR (IN if) (S (NP (PRP it)) (VP (@VP (VBZ is) (RB not)) (PP (IN in) (ADJP (JJ trim)))))) (CC and)) (SBAR (IN if) (S (NP (DT the) (NN sea)) (VP (VBZ is) (VP (VBN disturbed)))))))))))))) (@S (VP (VBZ is) (ADJP (RB essentially) (JJ incompetent))) (. .))))
0	0	a submarine does not go out of trim on its own , but as a result of a loss of buoyancy reserve when the end compartments or ballast tanks fill up ; in this case the submarine 's longitudinal stability also decreases regardless of the design of the main ballast tanks and the sea state .	(ROOT (S (@S (@S (S (NP (DT a) (NN submarine)) (VP (@VP (VBZ does) (RB not)) (VP (@VP (@VP (VB go) (ADVP (IN out) (PP (IN of) (ADJP (JJ trim))))) (PP (@PP (@PP (PP (IN on) (NP (PRP$ its) (JJ own))) (, ,)) (CC but)) (PP (IN as) (NP (NP (DT a) (NN result)) (PP (IN of) (NP (NP (DT a) (NN loss)) (PP (IN of) (NP (NN buoyancy) (NN reserve))))))))) (SBAR (WHADVP (WRB when)) (S (NP (DT the) (@NP (NN end) (@NP (NNS compartments) (@NP (CC or) (@NP (NN ballast) (NNS tanks)))))) (VP (VBP fill) (PRT (RP up)))))))) (: ;)) (S (PP (IN in) (NP (DT this) (NN case))) (@S (NP (NP (DT the) (@NP (NN submarine) (POS 's))) (@NP (JJ longitudinal) (NN stability))) (VP (ADVP (RB also)) (@VP (@VP (VBZ decreases) (ADVP (RB regardless) (PP (IN of) (NP (NP (DT the) (NN design)) (PP (IN of) (NP (DT the) (@NP (JJ main) (NN ballast)))))))) (NP (@NP (NP (NNS tanks)) (CC and)) (NP (DT the) (@NP (NN sea) (NN state))))))))) (. .)))
0	0	in addition sea state begins to affect the buoyancy reserve of a submarine -lrb- and not its longitudinal stability , as the authors of the remark assert -rrb- at a sea state of <num> - <num> points or more .	(ROOT (S (PP (IN in) (NP (NN addition))) (@S (NP (NN sea) (NN state)) (@S (VP (@VP (@VP (VBZ begins) (S (VP (TO to) (VP (@VP (VP (VB affect) (NP (NP (DT the) (@NP (NN buoyancy) (NN reserve))) (PP (IN of) (NP (DT a) (@NP (NN submarine) (NN -lrb-)))))) (CC and)) (VP (RB not) (NP (PRP$ its) (@NP (JJ longitudinal) (NN stability)))))))) (, ,)) (SBAR (IN as) (S (NP (NP (DT the) (NNS authors)) (PP (IN of) (NP (DT the) (NN remark)))) (VP (@VP (@VP (@VP (VBP assert) (NP (NN -rrb-))) (PP (IN at) (NP (NP (DT a) (@NP (NN sea) (NN state))) (PP (IN of) (NP (NN <num>)))))) (: -)) (UCP (@UCP (NP (NN <num>) (NNS points)) (CC or)) (ADJP (JJR more))))))) (. .)))))
0	0	the submarine surfaced with its starboard main ballast tanks no. <num> and <num> not blown .	(ROOT (S (NP (DT the) (NN submarine)) (@S (VP (VBD surfaced) (PP (@PP (IN with) (NP (PRP$ its) (@NP (JJ starboard) (@NP (JJ main) (@NP (NN ballast) (NNS tanks)))))) (ADVP (DT no)))) (. .))))
0	0	the submarine sank as a result of flooding of compartment <num> and partially of compartment <num> , with absolutely no damage control efforts attempted by the personnel .	(ROOT (S (NP (DT the) (NN submarine)) (@S (VP (@VP (@VP (VBD sank) (PP (@PP (PP (IN as) (NP (NP (DT a) (NN result)) (PP (IN of) (NP (NP (NN flooding)) (PP (IN of) (NP (NN compartment) (NN <num>))))))) (CC and)) (PP (ADVP (RB partially)) (@PP (IN of) (NP (NN compartment) (NN <num>)))))) (, ,)) (PP (IN with) (NP (NP (ADJP (RB absolutely) (DT no)) (@NP (NN damage) (@NP (NN control) (NNS efforts)))) (VP (VBN attempted) (PP (IN by) (NP (DT the) (NNS personnel))))))) (. .))))
0	0	when any one of the cofferdams fails , the high- pressure air system provides for surfacing of the submarine and subsequent blowing of previously unblown main ballast tanks through the blowing line using air from the outboard air main with the assistance of a diver .	(ROOT (S (SBAR (WHADVP (WRB when)) (S (NP (NP (DT any) (CD one)) (PP (IN of) (NP (DT the) (NNS cofferdams)))) (VP (VBZ fails)))) (@S (, ,) (@S (NP (DT the) (@NP (UCP (ADJP (JJ high)) (@UCP (: -) (NP (NP (NN pressure)) (NP (NN air))))) (NN system))) (@S (VP (VBZ provides) (PP (IN for) (S (VP (@VP (VBG surfacing) (PP (IN of) (NP (NP (DT the) (@NP (NN submarine) (@NP (CC and) (@NP (JJ subsequent) (NN blowing))))) (PP (IN of) (NP (ADJP (RB previously) (JJ unblown)) (@NP (JJ main) (@NP (NN ballast) (NNS tanks)))))))) (PP (IN through) (NP (NP (DT the) (@NP (VBG blowing) (NN line))) (VP (@VP (VBG using) (NP (NN air))) (PP (IN from) (NP (NP (DT the) (@NP (NN outboard) (@NP (NN air) (JJ main)))) (PP (IN with) (NP (NP (DT the) (NN assistance)) (PP (IN of) (NP (DT a) (NN diver)))))))))))))) (. .))))))
0	0	field trials conducted on <num> - <num> november <num> aboard a certain submarine with the participation of representatives from the designer , from the naval institute no. <num> , from the naval academy and from the northern fleet 's 1st submarine flotilla confirm the high effectiveness of blowing the main ballast tanks using the outboard air system , and maintenance of high effectiveness of blowing any tank regardless of the physical state of neighboring tanks .	(ROOT (NP (@NP (@NP (NP (NP (NN field) (NNS trials)) (VP (VBN conducted) (PP (IN on) (NP (NN <num>))))) (: -)) (NP (NP (NN <num>) (@NP (NNP november) (NN <num>))) (NP (ADVP (@ADVP (IN aboard) (NP (DT a) (@NP (JJ certain) (NN submarine)))) (PP (@PP (@PP (IN with) (NP (NP (DT the) (NN participation)) (PP (IN of) (NP (NP (NNS representatives)) (PP (IN from) (NP (DT the) (NN designer))))))) (, ,)) (PP (IN from) (NP (DT the) (@NP (JJ naval) (NN institute)))))) (DT no)))) (. .)))
0	0	`` the design does not foresee a system aboard the submarine for computerized documentation of events pertaining to calculation of stability and unsinkability , or an automated system producing recommendations to the leadership regarding damage control in major emergency situations .	(ROOT (S (`` ``) (@S (NP (DT the) (NN design)) (@S (VP (@VP (VBZ does) (RB not)) (VP (@VP (VB foresee) (NP (DT a) (NN system))) (PP (IN aboard) (NP (NP (DT the) (NN submarine)) (PP (IN for) (NP (@NP (@NP (NP (NP (JJ computerized) (NN documentation)) (PP (IN of) (NP (NP (NNS events)) (VP (VBG pertaining) (PP (TO to) (NP (NP (NN calculation)) (PP (IN of) (NP (@NP (NN stability) (CC and)) (NN unsinkability))))))))) (, ,)) (CC or)) (NP (NP (DT an) (@NP (JJ automated) (NN system))) (VP (@VP (VBG producing) (NP (NNS recommendations))) (PP (TO to) (NP (NP (DT the) (NN leadership)) (PP (VBG regarding) (NP (NP (NN damage) (NN control)) (PP (IN in) (NP (JJ major) (@NP (NN emergency) (NNS situations)))))))))))))))) (. .)))))
0	0	in addition to this , the submarine lacks instruments by which to monitor the submarine 's static attitude in a disturbed sea -lrb- violation of the requirements of articles 9.2.5 ,	(ROOT (S (PP (IN in) (NP (NP (NN addition)) (PP (TO to) (NP (DT this))))) (@S (, ,) (@S (NP (DT the) (NN submarine)) (VP (@VP (VBZ lacks) (NP (NNS instruments))) (PP (IN by) (SBAR (WHNP (WDT which)) (S (VP (TO to) (VP (VB monitor) (NP (@NP (@NP (NP (NP (DT the) (@NP (NN submarine) (POS 's))) (@NP (JJ static) (NN attitude))) (PP (IN in) (NP (DT a) (@NP (JJ disturbed) (@NP (NN sea) (@NP (JJ -lrb-) (NN violation))))))) (PP (IN of) (NP (NP (DT the) (NNS requirements)) (PP (IN of) (NP (NP (NNS articles)) (NP (CD 9.2.5))))))) (, ,))))))))))))
0	0	the means of objectively monitoring change in the submarine 's attitude are lacking , making it impossible for the gkp to correctly predict the submarine 's behavior when water enters a compartment and the tsgb . ''	(ROOT (S (NP (DT the) (NNS means)) (@S (ADVP (IN of) (RB objectively)) (@S (NP (NP (VBG monitoring) (NN change)) (PP (IN in) (NP (NP (DT the) (@NP (NN submarine) (POS 's))) (NN attitude)))) (@S (@S (VP (VBP are) (VP (@VP (VBG lacking) (, ,)) (S (VP (VBG making) (S (NP (PRP it)) (ADJP (JJ impossible) (PP (IN for) (NP (DT the) (@NP (NN gkp) (S (VP (TO to) (VP (ADVP (RB correctly)) (@VP (VB predict) (NP (NP (DT the) (@NP (NN submarine) (POS 's))) (@NP (NN behavior) (SBAR (WHADVP (WRB when)) (S (NP (NN water)) (VP (VBZ enters) (NP (@NP (NP (DT a) (NN compartment)) (CC and)) (NP (DT the) (NN tsgb))))))))))))))))))))) (. .)) ('' ''))))))
0	0	`` the design does not foresee a system for monitoring the filling -lrb- blowing -rrb- of the submarine 's tsgb .	(ROOT (S (`` ``) (@S (NP (DT the) (NN design)) (@S (VP (@VP (VBZ does) (RB not)) (VP (@VP (VB foresee) (NP (DT a) (NN system))) (PP (IN for) (S (VP (@VP (VBG monitoring) (NP (DT the) (@NP (VBG filling) (JJ -lrb-)))) (S (VP (VBG blowing) (NP (NP (NN -rrb-)) (PP (IN of) (NP (NP (DT the) (@NP (NN submarine) (POS 's))) (NN tsgb))))))))))) (. .)))))
0	0	not a single submarine of the navy has a system for monitoring the filling of main ballast tanks .	(ROOT (S (NP (NP (RB not) (@NP (DT a) (@NP (JJ single) (NN submarine)))) (PP (IN of) (NP (DT the) (NN navy)))) (@S (VP (VBZ has) (NP (NP (DT a) (NN system)) (PP (IN for) (S (VP (VBG monitoring) (NP (NP (DT the) (NN filling)) (PP (IN of) (NP (JJ main) (@NP (NN ballast) (NNS tanks)))))))))) (. .))))
0	0	the consequences : rava hoses ruptured in response to fire and the elevated temperature in the compartment , which led to uncontrolled flooding of the compartment and loss of the submarine 's longitudinal stability and buoyancy. ''	(ROOT (S (NP (DT the) (NNS consequences)) (@S (: :) (@S (S (VP (VB rava) (S (NP (NNS hoses)) (VP (@VP (@VP (@VP (VBN ruptured) (PP (IN in) (NP (NN response)))) (PP (TO to) (NP (@NP (NP (NN fire)) (CC and)) (NP (NP (DT the) (@NP (JJ elevated) (NN temperature))) (PP (IN in) (NP (DT the) (NN compartment))))))) (, ,)) (FRAG (WHNP (WDT which))))))) (@S (@S (VP (VBD led) (PP (TO to) (NP (NP (JJ uncontrolled) (NN flooding)) (PP (IN of) (NP (NP (DT the) (@NP (@NP (NN compartment) (CC and)) (NN loss))) (PP (IN of) (NP (@NP (NP (NP (DT the) (@NP (NN submarine) (POS 's))) (@NP (JJ longitudinal) (NN stability))) (CC and)) (NP (NN buoyancy))))))))) (. .)) ('' ''))))))
